recency,frequency,monetary,segment
2015-03-15,26,1941,P0
2015-02-18,19,1487,P0
2015-02-14,30,2106,P0
2015-03-05,27,1899,P0
2014-12-27,18,1234,P0
2015-03-14,19,1242,P0
2015-03-06,26,2006,P0
2015-03-14,22,1475,P0
2014-05-09,14,1130,P2
2014-12-05,21,1532,P0
2015-01-28,20,1605,P0
2014-09-29,23,1492,P0
2015-03-08,16,1176,P0
2014-12-29,22,1380,P0
2015-02-22,18,1195,P0
2015-01-10,20,1423,P0
2015-03-10,17,1109,P0
2014-12-02,16,1136,P0
2014-12-02,15,1012,P0
2015-02-10,19,1152,P0
2014-09-15,21,1520,P0
2015-03-07,20,1411,P0
2015-02-08,23,1516,P0
2014-12-21,21,1618,P0
2015-03-11,23,1436,P0
2014-11-07,17,1257,P0
2015-02-04,19,1439,P0
2014-11-05,22,1404,P0
2015-01-11,20,1286,P0
2014-12-23,12,824,P2
2015-01-28,19,1197,P0
2014-10-03,20,1423,P0
2015-02-05,30,1999,P0
2015-02-14,13,866,P2
2015-03-01,19,1372,P0
2015-02-28,17,1068,P0
2015-01-03,23,1491,P0
2015-02-17,18,1383,P0
2015-03-14,26,1584,P0
2015-03-03,24,1456,P0
2015-03-02,23,1575,P0
2015-01-10,22,1644,P0
2015-01-12,19,1344,P0
2014-10-19,24,1842,P0
2015-01-07,17,1290,P0
2014-10-30,18,1252,P0
2014-11-06,15,1069,P0
2015-03-06,19,1545,P0
2014-12-15,16,1047,P0
2014-11-03,21,1471,P0
2015-02-20,23,1541,P0
2015-01-18,21,1484,P0
2015-01-25,20,1392,P0
2014-10-28,22,1561,P0
2013-12-03,13,863,P2
2015-01-26,17,1173,P0
2015-03-10,12,908,P2
2015-02-28,16,1117,P0
2014-08-05,18,1064,P0
2014-11-25,23,1527,P0
2014-12-19,21,1316,P0
2015-01-31,16,1167,P0
2015-01-27,20,1401,P0
2015-02-07,18,1318,P0
2015-02-01,25,1624,P0
2015-02-08,20,1440,P0
2015-02-28,29,2246,P0
2014-10-10,26,1840,P0
2014-07-16,16,1040,P0
2014-10-08,24,1865,P0
2014-12-03,21,1575,P0
2015-02-03,25,1669,P0
2014-12-18,16,1152,P0
2015-03-15,15,1057,P0
2014-11-29,29,2088,P0
2015-02-06,15,1109,P0
2015-02-26,22,1434,P0
2014-10-05,19,1484,P0
2015-02-27,19,1338,P0
2015-02-18,27,2062,P0
2015-01-25,23,1603,P0
2015-02-08,21,1548,P0
2015-01-31,11,834,P2
2015-02-09,18,1287,P0
2015-02-28,21,1365,P0
2015-02-17,12,863,P2
2014-12-11,20,1488,P0
2014-11-25,25,1888,P0
2014-09-21,21,1381,P0
2015-03-15,20,1364,P0
2015-02-27,25,1799,P0
2015-02-19,18,1395,P0
2015-01-19,23,1634,P0
2015-01-31,14,812,P2
2014-07-19,23,1768,P0
2014-12-22,18,1216,P0
2015-02-24,21,1365,P0
2015-02-05,25,1774,P0
2015-01-28,19,1243,P0
2015-02-07,20,1237,P0
2015-02-12,27,1790,P0
2014-10-26,23,1504,P0
2015-02-04,25,1818,P0
2015-03-08,18,1278,P0
2015-02-20,18,1295,P0
2015-02-16,23,1712,P0
2015-02-21,19,1367,P0
2014-12-31,21,1433,P0
2014-12-30,23,1626,P0
2014-09-27,19,1273,P0
2014-11-20,11,777,P2
2015-02-15,19,1424,P0
2014-12-31,22,1566,P0
2014-02-27,10,675,P2
2015-01-09,17,1104,P0
2015-02-13,22,1564,P0
2015-02-18,25,1703,P0
2014-08-27,12,754,P2
2015-03-08,18,1406,P0
2014-12-31,18,1060,P0
2015-02-26,21,1468,P0
2015-03-10,16,1013,P0
2015-02-05,16,1098,P0
2014-12-21,20,1433,P0
2015-02-24,15,918,P2
2014-12-06,20,1406,P0
2015-03-02,15,1143,P0
2014-12-29,20,1350,P0
2015-02-20,26,1765,P0
2015-02-27,18,1216,P0
2014-11-18,20,1331,P0
2015-02-17,25,1635,P0
2014-06-29,15,1074,P0
2015-03-07,34,2358,P0
2014-12-11,11,788,P2
2015-02-11,19,1408,P0
2015-02-15,22,1593,P0
2015-01-04,11,815,P2
2014-12-30,16,1207,P0
2014-12-26,18,1302,P0
2015-02-19,17,1146,P0
2015-02-02,24,1651,P0
2015-02-10,24,1518,P0
2015-01-08,16,1159,P0
2015-01-02,16,1067,P0
2015-02-27,24,1698,P0
2014-12-27,20,1480,P0
2014-12-18,24,1602,P0
2014-11-01,18,1298,P0
2015-01-29,21,1342,P0
2014-10-02,22,1423,P0
2015-03-12,25,1701,P0
2015-03-01,18,1255,P0
2014-12-31,25,1628,P0
2014-12-13,20,1338,P0
2014-05-22,9,572,P2
2014-10-14,20,1341,P0
2014-10-20,15,1209,P0
2015-02-03,22,1713,P0
2014-08-31,18,1214,P0
2014-12-27,28,1973,P0
2014-09-20,30,2098,P0
2015-03-14,22,1586,P0
2015-02-25,29,2098,P0
2014-12-23,16,1162,P0
2014-11-08,16,1028,P0
2015-01-15,24,1585,P0
2015-02-17,23,1763,P0
2014-12-14,22,1687,P0
2015-01-04,17,1130,P0
2015-01-12,14,1037,P2
2014-10-04,20,1292,P0
2015-03-12,15,1149,P0
2015-01-02,22,1470,P0
2015-02-07,25,1673,P0
2015-03-15,24,1731,P0
2015-03-06,25,1763,P0
2015-03-16,21,1646,P0
2015-01-20,17,1109,P0
2014-10-29,21,1477,P0
2014-05-20,12,1019,P2
2015-02-06,24,1712,P0
2015-03-05,19,1381,P0
2015-03-14,22,1464,P0
2015-03-15,28,1979,P0
2015-03-07,19,1515,P0
2015-02-15,19,1232,P0
2015-01-07,24,1486,P0
2014-11-10,18,1501,P0
2014-10-02,16,1279,P0
2015-01-07,23,1644,P0
2014-11-14,17,1337,P0
2014-12-02,26,2008,P0
2015-03-03,18,1146,P0
2015-02-10,20,1486,P0
2014-12-05,15,1082,P0
2015-02-19,22,1412,P0
2014-09-24,20,1443,P0
2015-02-22,27,1901,P0
2014-12-30,15,1200,P0
2015-03-06,24,1463,P0
2015-02-13,26,1696,P0
2015-03-02,27,1857,P0
2015-02-21,22,1500,P0
2014-12-01,23,1666,P0
2014-11-26,21,1477,P0
2015-02-12,16,1180,P0
2014-11-10,16,1085,P0
2014-10-15,18,1362,P0
2014-12-20,15,1010,P0
2015-02-24,18,1180,P0
2015-01-31,21,1371,P0
2015-03-07,21,1444,P0
2014-11-25,19,1351,P0
2015-01-20,23,1469,P0
2014-06-05,18,1209,P0
2015-03-02,22,1645,P0
2015-02-25,29,2072,P0
2015-01-10,26,1974,P0
2015-02-11,20,1465,P0
2014-08-18,18,1313,P0
2014-12-16,21,1287,P0
2015-01-28,15,874,P2
2015-02-15,22,1556,P0
2015-01-18,12,874,P2
2015-03-10,21,1552,P0
2014-08-23,13,976,P2
2015-02-23,18,1200,P0
2015-01-10,27,1838,P0
2015-03-07,18,1289,P0
2015-02-21,20,1423,P0
2014-09-16,18,1348,P0
2015-01-18,26,1757,P0
2014-12-30,17,1147,P0
2015-03-04,16,1151,P0
2015-01-20,23,1595,P0
2014-11-08,17,1033,P0
2015-01-17,15,982,P2
2015-02-22,16,1011,P0
2014-08-18,16,1102,P0
2014-11-02,17,1248,P0
2014-11-09,20,1492,P0
2015-02-21,28,1994,P0
2015-03-08,14,968,P2
2015-02-04,35,2506,P0
2015-03-06,11,807,P2
2015-01-08,28,1948,P0
2015-03-08,14,1003,P2
2015-03-05,19,1314,P0
2014-11-15,20,1610,P0
2015-01-20,22,1298,P0
2015-01-19,20,1408,P0
2015-02-04,19,1332,P0
2015-02-09,26,1764,P0
2014-08-22,17,1319,P0
2015-02-22,16,1196,P0
2015-02-14,16,1175,P0
2015-01-22,23,1513,P0
2014-02-10,15,1047,P0
2014-12-16,28,1973,P0
2015-03-04,20,1319,P0
2015-02-26,25,1654,P0
2014-11-26,15,1208,P0
2014-12-15,27,1856,P0
2014-12-10,24,1567,P0
2014-12-29,25,1666,P0
2014-11-08,29,2083,P0
2015-02-15,22,1568,P0
2015-02-08,18,1428,P0
2015-01-09,16,942,P2
2015-02-13,23,1525,P0
2015-02-01,22,1643,P0
2014-11-06,21,1529,P0
2015-03-05,19,1352,P0
2014-12-23,22,1493,P0
2014-12-22,23,1647,P0
2014-12-23,29,1990,P0
2015-03-08,19,1323,P0
2015-02-11,23,1642,P0
2014-10-10,14,924,P2
2014-12-31,20,1370,P0
2014-12-19,17,1246,P0
2015-02-09,18,1197,P0
2014-12-25,26,1726,P0
2014-11-14,13,887,P2
2015-01-11,11,822,P2
2014-12-03,18,1151,P0
2014-11-04,12,839,P2
2015-01-08,21,1506,P0
2015-03-09,31,2008,P0
2015-02-06,26,1838,P0
2014-12-10,16,1185,P0
2015-01-26,22,1473,P0
2014-12-11,19,1249,P0
2015-01-23,28,2123,P0
2015-03-08,21,1526,P0
2015-01-16,18,1371,P0
2014-09-22,18,1314,P0
2015-03-08,28,2037,P0
2015-03-01,18,1157,P0
2015-01-01,25,1705,P0
2015-03-01,27,1951,P0
2014-11-06,16,1082,P0
2015-02-26,20,1458,P0
2014-12-07,18,1241,P0
2015-02-13,20,1329,P0
2015-03-15,18,1286,P0
2014-11-09,21,1362,P0
2014-09-25,11,684,P2
2015-01-12,25,1616,P0
2015-02-18,25,1680,P0
2014-10-23,28,1905,P0
2014-05-18,14,1036,P2
2015-01-28,21,1387,P0
2014-09-04,14,1033,P2
2015-02-01,11,825,P2
2015-03-09,16,1142,P0
2014-11-07,23,1517,P0
2015-03-12,17,1173,P0
2015-03-13,28,1879,P0
2015-02-22,27,1861,P0
2014-01-19,12,777,P2
2015-03-12,28,2023,P0
2015-03-02,16,1024,P0
2014-12-29,28,1944,P0
2015-03-02,21,1420,P0
2015-03-12,27,1889,P0
2015-02-02,21,1474,P0
2015-02-28,24,1586,P0
2014-11-05,16,1062,P0
2014-10-05,19,1302,P0
2015-02-12,22,1356,P0
2015-02-23,16,1165,P0
2015-03-09,26,1801,P0
2015-03-01,14,1103,P2
2015-03-14,21,1473,P0
2015-02-14,20,1343,P0
2014-10-22,27,1954,P0
2015-03-11,27,1850,P0
2015-03-04,21,1536,P0
2015-01-22,17,1185,P0
2014-12-10,14,1001,P2
2014-12-14,16,1193,P0
2015-02-14,20,1364,P0
2014-09-03,20,1211,P0
2014-10-25,17,1329,P0
2015-01-13,18,1273,P0
2015-01-25,25,1669,P0
2015-01-09,26,1846,P0
2014-09-25,17,1181,P0
2015-03-03,14,1023,P2
2014-12-11,11,671,P2
2015-01-25,20,1440,P0
2014-12-24,16,1229,P0
2014-11-11,19,1420,P0
2014-10-05,20,1473,P0
2015-03-14,22,1387,P0
2015-02-22,22,1397,P0
2015-02-24,27,2060,P0
2015-02-20,19,1489,P0
2014-12-06,22,1334,P0
2015-02-19,28,2011,P0
2014-12-24,16,1100,P0
2015-02-16,18,1179,P0
2015-01-09,11,669,P2
2015-03-11,23,1457,P0
2014-11-19,22,1432,P0
2015-03-01,21,1382,P0
2014-09-27,11,795,P2
2015-02-08,15,1082,P0
2015-01-23,17,1128,P0
2014-10-04,17,1212,P0
2014-11-29,23,1582,P0
2015-02-10,28,2015,P0
2014-11-02,18,1256,P0
2015-01-05,21,1563,P0
2015-03-03,19,1217,P0
2014-12-31,22,1534,P0
2014-10-31,17,1108,P0
2015-02-28,30,2114,P0
2015-02-23,20,1465,P0
2015-03-04,21,1403,P0
2015-02-07,26,1797,P0
2014-12-11,20,1217,P0
2014-12-03,20,1451,P0
2014-12-14,18,1331,P0
2015-03-16,25,1706,P0
2014-10-30,17,1178,P0
2015-02-24,17,1163,P0
2015-01-09,24,1432,P0
2015-01-15,18,1298,P0
2015-02-12,20,1431,P0
2014-10-25,24,1667,P0
2015-03-04,10,596,P2
2015-03-09,22,1576,P0
2015-03-10,25,1790,P0
2015-02-22,18,1198,P0
2014-11-09,15,1020,P0
2014-12-05,21,1471,P0
2015-03-07,15,1011,P0
2015-02-14,18,1267,P0
2015-03-03,22,1579,P0
2014-10-25,23,1536,P0
2015-02-17,23,1647,P0
2015-03-09,13,833,P2
2015-02-26,22,1600,P0
2015-01-27,22,1557,P0
2014-10-01,19,1487,P0
2014-11-25,24,1435,P0
2014-12-20,18,1146,P0
2014-12-19,20,1345,P0
2015-01-09,26,1724,P0
2014-11-23,19,1427,P0
2015-01-28,28,1819,P0
2015-01-07,13,987,P2
2014-07-05,19,1312,P0
2014-03-28,23,1537,P0
2015-03-07,23,1424,P0
2015-02-05,23,1647,P0
2015-02-20,14,843,P2
2015-03-15,19,1218,P0
2013-05-26,8,579,P2
2015-03-14,32,2307,P0
2015-03-11,14,972,P2
2015-03-06,31,2013,P0
2015-01-12,23,1462,P0
2015-01-14,24,1652,P0
2015-01-26,27,1841,P0
2015-02-08,20,1431,P0
2014-12-12,14,983,P2
2014-11-25,25,1637,P0
2015-02-21,21,1475,P0
2014-12-25,16,1068,P0
2015-02-08,15,1012,P0
2015-01-14,22,1636,P0
2014-11-13,16,1227,P0
2015-03-16,23,1428,P0
2015-02-12,27,2016,P0
2014-12-24,19,1298,P0
2014-10-16,23,1558,P0
2015-02-18,21,1291,P0
2015-02-06,22,1788,P0
2015-03-16,13,958,P2
2014-10-05,27,1864,P0
2014-12-11,20,1161,P0
2015-03-09,14,918,P2
2015-01-18,19,1299,P0
2014-11-20,17,1225,P0
2014-11-11,17,1193,P0
2014-12-08,14,1010,P2
2015-03-16,20,1362,P0
2015-02-19,18,1420,P0
2015-01-02,15,1123,P0
2015-01-05,17,1114,P0
2015-02-01,21,1404,P0
2014-12-10,16,1154,P0
2015-02-24,12,804,P2
2015-01-22,16,1168,P0
2015-03-12,32,2280,P0
2014-05-24,10,602,P2
2015-02-03,25,1726,P0
2014-11-21,25,1751,P0
2014-11-04,12,938,P2
2014-11-20,15,1094,P0
2014-11-25,26,1766,P0
2015-01-05,17,1159,P0
2015-02-05,20,1526,P0
2015-03-05,27,1813,P0
2014-10-06,16,1222,P0
2015-03-13,21,1486,P0
2015-02-25,23,1622,P0
2014-06-13,17,1135,P0
2014-10-15,11,889,P2
2015-03-10,22,1514,P0
2015-02-10,17,1283,P0
2015-03-03,26,1873,P0
2014-11-26,19,1318,P0
2015-03-11,25,1576,P0
2015-03-03,26,1973,P0
2014-11-17,18,1303,P0
2015-01-25,20,1567,P0
2015-03-12,25,1801,P0
2015-02-22,25,1652,P0
2015-01-30,19,1457,P0
2014-05-13,17,1314,P0
2014-10-10,21,1478,P0
2015-01-27,22,1330,P0
2015-01-27,21,1345,P0
2015-02-24,21,1229,P0
2014-12-05,18,1259,P0
2014-11-21,14,1067,P2
2015-01-09,20,1447,P0
2014-11-16,17,1090,P0
2014-09-05,12,788,P2
2014-11-14,13,1009,P2
2015-03-06,15,1083,P0
2014-09-10,22,1522,P0
2014-12-04,13,976,P2
2015-03-15,15,1015,P0
2015-01-30,27,1814,P0
2015-01-12,21,1471,P0
2015-03-11,20,1429,P0
2015-01-08,21,1661,P0
2014-09-02,12,809,P2
2014-12-25,17,1256,P0
2015-02-14,20,1258,P0
2014-11-14,19,1257,P0
2014-10-07,24,1721,P0
2015-01-15,24,1599,P0
2014-12-23,21,1385,P0
2014-11-09,29,1956,P0
2015-01-29,25,1584,P0
2014-12-30,13,934,P2
2014-04-09,9,554,P2
2015-01-17,13,879,P2
2015-02-17,17,1212,P0
2014-10-01,12,855,P2
2014-10-29,29,1890,P0
2014-12-21,23,1620,P0
2015-02-04,20,1362,P0
2015-01-19,13,740,P2
2015-02-14,24,1611,P0
2014-11-01,20,1416,P0
2015-01-16,14,1156,P2
2014-07-28,18,1232,P0
2014-12-14,25,1824,P0
2015-01-03,19,1356,P0
2015-01-09,19,1473,P0
2015-03-05,18,1337,P0
2015-02-10,29,2092,P0
2014-11-14,20,1382,P0
2015-01-01,18,1309,P0
2015-03-04,29,2065,P0
2015-03-16,18,1280,P0
2014-12-30,23,1737,P0
2015-02-08,18,1187,P0
2014-11-30,20,1479,P0
2015-01-10,21,1546,P0
2015-03-03,24,1774,P0
2015-02-15,20,1476,P0
2014-12-06,22,1577,P0
2015-02-08,22,1498,P0
2015-01-26,17,1226,P0
2015-01-06,27,1938,P0
2015-02-03,19,1371,P0
2014-12-16,13,1034,P2
2014-11-22,24,1724,P0
2015-02-15,19,1301,P0
2015-03-15,23,1598,P0
2014-11-05,21,1589,P0
2015-02-16,18,1250,P0
2015-01-07,21,1424,P0
2015-01-10,23,1859,P0
2015-03-03,16,1087,P0
2015-02-26,24,1643,P0
2015-02-26,18,1156,P0
2015-03-04,15,967,P2
2014-07-05,17,1219,P0
2015-02-09,12,796,P2
2014-11-25,19,1278,P0
2015-02-25,21,1395,P0
2014-08-12,20,1392,P0
2015-02-11,19,1333,P0
2015-03-11,26,1847,P0
2015-01-10,19,1374,P0
2015-02-20,17,1225,P0
2015-03-12,16,994,P2
2015-02-01,20,1312,P0
2014-10-12,19,1293,P0
2015-01-31,16,1147,P0
2014-12-13,19,1351,P0
2014-08-18,18,1355,P0
2014-12-24,18,1167,P0
2014-11-21,21,1580,P0
2015-02-13,24,1643,P0
2015-02-03,16,1021,P0
2015-02-04,20,1381,P0
2015-02-20,24,1732,P0
2014-11-04,27,1995,P0
2015-01-10,23,1455,P0
2015-03-14,18,1203,P0
2015-03-04,28,1924,P0
2014-09-20,14,959,P2
2014-11-23,28,1987,P0
2015-01-07,22,1620,P0
2014-09-01,28,2044,P0
2014-10-28,16,1115,P0
2014-10-11,19,1397,P0
2014-12-25,19,1304,P0
2015-01-19,25,1824,P0
2014-12-08,20,1349,P0
2015-02-24,18,1267,P0
2015-01-22,11,674,P2
2015-03-11,26,2075,P0
2014-08-08,16,1246,P0
2015-03-08,20,1287,P0
2015-01-01,22,1553,P0
2014-10-13,19,1350,P0
2014-10-18,24,1658,P0
2015-01-30,23,1731,P0
2015-01-20,17,1199,P0
2014-10-25,24,1711,P0
2015-01-27,24,1552,P0
2015-01-20,23,1684,P0
2015-01-05,19,1306,P0
2015-03-03,20,1425,P0
2014-09-28,14,908,P2
2015-02-23,21,1551,P0
2014-06-12,16,1173,P0
2015-01-31,18,1105,P0
2015-03-12,22,1510,P0
2015-02-18,28,1912,P0
2015-03-04,21,1549,P0
2015-03-07,22,1508,P0
2015-03-07,22,1486,P0
2015-01-19,24,1681,P0
2015-01-11,23,1667,P0
2014-09-22,23,1758,P0
2014-10-11,21,1491,P0
2014-10-22,18,1071,P0
2015-02-28,19,1189,P0
2015-01-09,20,1406,P0
2015-02-15,22,1511,P0
2015-02-01,24,1627,P0
2015-02-05,26,1769,P0
2015-02-28,25,1564,P0
2014-08-29,24,1669,P0
2015-02-18,26,1983,P0
2015-03-04,24,1611,P0
2014-08-17,18,1216,P0
2015-01-11,22,1623,P0
2014-09-30,19,1346,P0
2014-12-15,16,1122,P0
2015-01-20,29,2129,P0
2015-01-28,14,1049,P2
2015-03-11,25,1749,P0
2015-03-01,26,1788,P0
2015-02-07,26,1832,P0
2014-12-19,17,1176,P0
2015-02-27,15,1154,P0
2015-02-21,20,1127,P0
2015-01-02,13,992,P2
2015-02-19,25,1758,P0
2014-12-27,22,1495,P0
2014-10-25,16,1156,P0
2015-01-22,19,1415,P0
2015-01-08,19,1307,P0
2014-09-07,13,975,P2
2014-07-22,25,1664,P0
2014-12-29,25,1668,P0
2015-03-15,17,1084,P0
2014-06-16,16,1193,P0
2015-03-11,16,1160,P0
2015-01-05,31,2089,P0
2015-01-21,26,1755,P0
2015-02-16,17,1177,P0
2014-07-27,16,1169,P0
2015-02-06,29,2131,P0
2015-02-18,23,1642,P0
2015-03-16,18,1414,P0
2015-02-08,22,1628,P0
2015-02-25,17,1161,P0
2015-02-03,24,1805,P0
2015-02-13,31,2312,P0
2014-12-01,17,1284,P0
2014-08-26,16,1148,P0
2014-11-28,23,1598,P0
2014-12-27,23,1618,P0
2014-12-21,17,1043,P0
2015-02-26,16,1148,P0
2015-03-06,21,1540,P0
2015-02-11,20,1400,P0
2015-01-09,19,1491,P0
2015-01-25,17,1106,P0
2015-01-08,18,1354,P0
2015-02-09,16,1102,P0
2014-12-13,19,1341,P0
2015-02-04,17,1244,P0
2015-03-04,22,1580,P0
2014-12-21,18,1327,P0
2015-02-25,18,1413,P0
2015-01-09,15,1162,P0
2014-08-26,23,1599,P0
2015-01-05,13,947,P2
2015-02-02,18,1349,P0
2014-11-10,23,1677,P0
2015-03-05,17,1080,P0
2014-12-29,15,1008,P0
2015-03-06,17,1376,P0
2015-03-01,14,1068,P2
2015-03-07,31,2439,P0
2015-03-13,20,1302,P0
2015-01-19,23,1771,P0
2015-01-23,12,698,P2
2015-03-10,14,981,P2
2014-10-30,20,1517,P0
2015-01-11,19,1114,P0
2015-03-08,17,1300,P0
2014-05-25,14,983,P2
2014-12-16,28,1918,P0
2015-01-27,23,1556,P0
2015-02-05,26,1741,P0
2015-02-28,21,1406,P0
2015-01-07,21,1309,P0
2015-03-06,15,997,P2
2014-10-19,26,1699,P0
2015-02-20,18,1267,P0
2015-03-07,14,954,P2
2014-12-19,24,1707,P0
2014-10-24,20,1388,P0
2015-01-23,12,707,P2
2014-12-17,25,1720,P0
2015-01-11,20,1459,P0
2014-12-22,22,1720,P0
2014-09-09,18,1218,P0
2014-11-10,24,1703,P0
2015-03-07,17,1070,P0
2014-11-10,16,1087,P0
2015-03-10,29,2017,P0
2015-01-17,15,1125,P0
2014-08-09,11,673,P2
2015-01-30,24,1687,P0
2015-01-02,22,1495,P0
2015-02-25,24,1737,P0
2015-02-09,26,1850,P0
2014-12-06,20,1290,P0
2015-03-09,20,1476,P0
2014-10-07,21,1479,P0
2015-02-18,20,1373,P0
2015-03-16,25,1671,P0
2015-02-22,21,1463,P0
2014-09-21,12,911,P2
2015-03-04,16,1066,P0
2015-01-11,21,1592,P0
2015-03-12,19,1288,P0
2015-02-25,17,1127,P0
2014-12-04,17,1190,P0
2015-01-06,25,1697,P0
2015-01-05,22,1692,P0
2015-02-26,14,1036,P2
2015-03-06,18,1319,P0
2015-03-09,21,1620,P0
2014-07-03,20,1343,P0
2015-01-25,16,1084,P0
2014-12-09,20,1430,P0
2014-12-26,19,1386,P0
2015-02-01,20,1441,P0
2014-09-05,16,1099,P0
2015-02-09,19,1313,P0
2015-02-11,20,1400,P0
2015-02-07,14,1069,P2
2015-03-09,21,1306,P0
2014-11-30,20,1401,P0
2015-02-26,22,1346,P0
2015-02-11,16,1065,P0
2015-03-14,25,1782,P0
2015-02-16,21,1338,P0
2014-06-23,16,1032,P0
2015-03-01,18,1262,P0
2014-12-22,15,1178,P0
2015-02-14,20,1274,P0
2015-01-07,14,1049,P2
2015-02-27,21,1601,P0
2015-02-08,16,1093,P0
2014-10-12,26,1846,P0
2015-03-02,25,1671,P0
2014-12-12,15,896,P2
2014-12-25,22,1560,P0
2015-03-03,23,1781,P0
2014-10-30,16,1103,P0
2014-12-18,23,1553,P0
2014-12-21,21,1373,P0
2015-01-27,20,1589,P0
2015-01-02,21,1484,P0
2015-03-02,23,1695,P0
2015-01-07,16,1019,P0
2015-02-25,11,712,P2
2015-01-11,26,1802,P0
2015-02-11,22,1581,P0
2014-11-23,21,1449,P0
2015-03-07,18,1294,P0
2015-03-04,20,1272,P0
2015-01-22,17,1246,P0
2015-03-03,19,1410,P0
2014-12-22,21,1449,P0
2015-02-20,20,1169,P0
2014-10-25,14,984,P2
2014-12-20,20,1489,P0
2014-02-15,18,1370,P0
2015-03-10,25,1616,P0
2014-09-18,21,1583,P0
2014-12-31,23,1820,P0
2015-02-05,12,751,P2
2014-12-25,19,1400,P0
2015-01-23,24,1736,P0
2015-01-25,16,1012,P0
2015-02-27,23,1518,P0
2015-03-07,22,1608,P0
2014-09-05,23,1692,P0
2015-02-01,21,1357,P0
2015-03-16,23,1583,P0
2014-11-26,10,673,P2
2014-11-19,20,1333,P0
2015-03-15,27,1802,P0
2014-09-06,20,1493,P0
2015-02-11,22,1811,P0
2015-03-07,17,1090,P0
2014-10-26,21,1367,P0
2015-02-26,18,1220,P0
2014-12-17,27,1847,P0
2014-10-29,24,1724,P0
2015-01-17,21,1311,P0
2015-02-27,21,1746,P0
2014-11-14,30,1965,P0
2015-01-18,18,1375,P0
2015-01-26,17,1118,P0
2015-02-24,19,1182,P0
2015-02-27,20,1403,P0
2014-10-02,14,821,P2
2015-03-16,27,1923,P0
2015-01-23,28,2086,P0
2014-08-21,13,1070,P2
2015-02-04,21,1516,P0
2014-12-24,12,868,P2
2014-06-10,20,1536,P0
2015-01-19,19,1320,P0
2015-01-24,18,1344,P0
2015-02-20,16,1113,P0
2015-02-17,18,1369,P0
2015-02-06,18,1245,P0
2015-02-17,24,1611,P0
2014-12-12,17,1178,P0
2015-02-21,27,1988,P0
2014-10-18,21,1527,P0
2015-01-23,17,1240,P0
2015-02-27,28,1911,P0
2015-01-06,25,1717,P0
2014-12-07,20,1420,P0
2015-03-08,21,1467,P0
2014-11-23,12,836,P2
2014-04-16,13,1012,P2
2015-03-12,17,1260,P0
2015-02-10,20,1452,P0
2015-01-09,22,1691,P0
2015-02-17,19,1428,P0
2014-06-30,14,964,P2
2014-11-19,22,1506,P0
2015-01-22,23,1639,P0
2014-08-25,20,1444,P0
2015-03-01,21,1191,P0
2015-03-05,17,1147,P0
2015-01-13,13,933,P2
2015-01-02,30,2068,P0
2015-03-12,16,1184,P0
2014-12-17,24,1554,P0
2015-03-01,21,1593,P0
2014-10-24,11,706,P2
2015-03-01,20,1445,P0
2015-02-05,17,1128,P0
2015-01-31,26,1921,P0
2014-11-17,17,1071,P0
2015-02-05,16,1126,P0
2015-03-16,22,1666,P0
2014-12-03,16,1052,P0
2014-12-05,20,1495,P0
2014-08-18,22,1519,P0
2014-12-10,16,1117,P0
2015-02-16,24,1694,P0
2015-01-30,20,1567,P0
2015-01-18,16,1072,P0
2015-01-07,15,990,P2
2015-02-26,14,876,P2
2015-02-05,20,1384,P0
2015-02-25,22,1368,P0
2015-01-25,25,1755,P0
2015-03-02,23,1624,P0
2015-03-10,24,1787,P0
2015-01-08,27,1970,P0
2015-02-23,20,1460,P0
2015-01-12,27,1922,P0
2015-01-04,18,1275,P0
2015-02-01,17,1200,P0
2015-02-04,20,1188,P0
2014-11-22,21,1415,P0
2014-11-15,22,1752,P0
2015-01-20,19,1304,P0
2014-11-09,17,1297,P0
2014-12-28,33,2612,P0
2015-01-30,14,1029,P2
2015-02-17,24,1663,P0
2015-01-01,21,1473,P0
2015-03-11,29,2074,P0
2014-11-20,17,1215,P0
2014-06-22,19,1318,P0
2015-01-07,19,1396,P0
2015-03-10,29,1943,P0
2015-03-11,28,2195,P0
2014-10-28,23,1590,P0
2014-09-25,21,1461,P0
2015-02-27,14,947,P2
2015-02-22,18,1228,P0
2014-11-18,21,1411,P0
2014-12-24,17,1185,P0
2014-11-10,17,1252,P0
2015-02-09,18,1270,P0
2015-02-24,18,1349,P0
2014-04-19,11,741,P2
2014-11-07,26,1891,P0
2014-11-11,20,1262,P0
2015-02-28,26,1663,P0
2015-03-14,19,1242,P0
2015-03-12,19,1486,P0
2015-02-27,22,1724,P0
2015-02-24,17,1205,P0
2015-02-02,22,1701,P0
2014-11-01,23,1628,P0
2015-02-07,23,1651,P0
2015-01-26,21,1402,P0
2015-03-15,23,1554,P0
2014-12-26,18,1310,P0
2014-12-24,17,1256,P0
2015-02-18,19,1258,P0
2014-12-01,26,1902,P0
2014-08-18,21,1437,P0
2015-03-05,16,1067,P0
2014-10-04,19,1447,P0
2015-03-15,17,1319,P0
2015-02-13,28,1898,P0
2015-03-06,16,1249,P0
2015-02-10,25,1883,P0
2014-09-29,16,1164,P0
2014-12-14,16,1189,P0
2015-01-06,26,1823,P0
2015-03-09,23,1415,P0
2015-02-01,21,1528,P0
2015-03-10,23,1713,P0
2014-09-18,21,1414,P0
2015-03-12,24,1633,P0
